,CustomerID,AverageBuyoutPrice,PurchaseCount
133,17287.0,1064.11,559
134,15363.0,318.05,143
135,12915.0,363.6499999999999,93
136,15544.0,3542.5099999999948,3105
137,15738.0,4788.769999999998,2967
138,16042.0,1147.3700000000003,745
139,17381.0,20272.429999999997,25646
140,15827.0,1641.4800000000002,842
141,14180.0,4640.769999999994,710
142,13117.0,984.91,945
143,16916.0,576.2599999999996,440
144,17964.0,471.69999999999976,301
145,14466.0,2272.3999999999996,1006
146,17235.0,550.06,224
147,16510.0,248.10000000000002,92
148,17802.0,1251.8399999999995,743
149,15107.0,247.66000000000008,162
150,17976.0,353.19,106
151,14449.0,907.0999999999995,757
152,15838.0,33350.759999999995,9007
153,16781.0,294.65,111
154,17547.0,-11.8,-4
155,13491.0,1215.8200000000002,903
156,16186.0,3991.940000000002,3008
157,17685.0,3191.5299999999997,1956
158,17581.0,10736.109999999991,5861
159,15732.0,294.12,215
160,13138.0,962.3900000000001,473
161,15823.0,-840.7600000000001,-283
162,17567.0,4012.559999999999,2428
163,15061.0,54228.74,28590
164,16203.0,589.15,261
165,15640.0,12433.339999999993,6572
166,15574.0,702.25,349
167,16770.0,744.8999999999999,452
168,17838.0,2312.699999999999,1421
169,17228.0,1906.0900000000022,1532
170,14829.0,644.6500000000002,414
171,17412.0,1258.0599999999997,738
172,14031.0,14634.640000000001,5370
173,14775.0,1011.9,1174
174,12971.0,10930.259999999995,9203
175,15834.0,2084.9000000000024,961
176,17659.0,2954.750000000001,1486
177,15299.0,3787.09,2940
178,15646.0,425.14000000000004,388
179,13958.0,-102.45,-23
180,14443.0,1400.8800000000003,931
181,14156.0,113384.13999999968,57025
182,16995.0,-1.25,-1
183,13402.0,621.23,479
184,18168.0,1133.6399999999992,585
185,17757.0,5585.489999999991,3316
186,14625.0,848.4799999999999,330
187,13011.0,50.550000000000004,13
188,13798.0,36351.41999999996,23514
189,15384.0,635.7600000000001,593
190,14264.0,319.46999999999997,66
191,13295.0,197.95,81
192,16754.0,2002.4,4280
193,16634.0,217.90000000000003,82
194,18239.0,1561.6100000000004,795
195,14576.0,35.400000000000006,12
196,13145.0,614.77,142
197,14395.0,3471.9100000000003,1689
198,14865.0,52.2,108
199,15093.0,4410.1399999999985,3733
200,12738.0,155.35,148
201,16150.0,1906.0699999999997,1004
202,17552.0,909.9599999999999,708
203,14236.0,490.86,310
204,17961.0,1296.4400000000007,560
205,14573.0,1603.7200000000025,538
206,17135.0,1139.7299999999998,1224
207,17396.0,7330.799999999998,2005
208,14213.0,-1192.2000000000003,-244
209,12967.0,1194.75,243
210,12686.0,89.14,107
211,14679.0,-2.55,-1
212,15240.0,1685.569999999999,1361
213,18225.0,5361.020000000002,3206
214,13370.0,721.32,336
215,16883.0,276.72999999999996,104
216,13520.0,3487.75,1642
217,12841.0,3876.3999999999983,2683
218,16905.0,3085.4799999999996,1407
219,12427.0,708.3700000000001,236
220,17967.0,123.07000000000002,80
221,16891.0,809.700000000001,283
222,14589.0,39.75,5
223,14680.0,26932.34,12474
224,17884.0,717.4499999999998,854
225,12557.0,11990.96,4384
226,14083.0,1018.4300000000007,732
227,13013.0,4786.989999999998,2217
228,14210.0,1900.8900000000006,759
229,16477.0,2494.460000000001,1415
230,12600.0,2581.04,773
231,16013.0,33366.25000000001,13845
232,17949.0,52750.83999999999,27571
233,12779.0,3868.700000000001,1996
234,16926.0,230.25000000000003,35
235,17787.0,1865.1899999999996,910
236,12682.0,12288.22,5575
237,14723.0,1158.2999999999993,695
238,17954.0,2295.3700000000017,2229
239,17819.0,3661.0699999999997,1027
240,12712.0,4241.629999999998,1044
241,15373.0,2213.1100000000006,476
242,16140.0,703.7699999999999,727
243,17198.0,692.22,357
244,17238.0,3744.6499999999996,1822
245,12793.0,545.48,295
246,15769.0,51823.72000000001,27660
247,14396.0,487.99000000000007,225
248,14898.0,1228.32,1008
249,12725.0,427.8,164
250,16725.0,775.0700000000003,293
251,12395.0,2998.2799999999997,2113
252,16455.0,1841.1800000000005,988
253,13081.0,27964.48000000007,19021
254,15545.0,292.7199999999999,163
255,17243.0,8628.55,3362
256,15465.0,6945.020000000002,1217
257,15708.0,3329.719999999997,1258
258,13089.0,57385.88000000008,30787
259,16033.0,8727.610000000004,3516
260,13838.0,691.7299999999999,263
261,15351.0,1862.1400000000015,732
262,18055.0,6752.139999999997,2450
263,15038.0,665.5899999999997,187
264,18109.0,7925.319999999989,4219
265,13069.0,3717.8199999999974,5466
266,16241.0,2607.869999999998,1453
267,14800.0,4236.339999999999,3634
268,16839.0,15357.779999999997,8470
269,16168.0,3770.600000000002,1888
270,16931.0,4604.219999999988,3158
271,16814.0,6500.599999999999,2768
272,13269.0,5315.92,3509
273,14813.0,155.42999999999998,67
274,12567.0,9114.940000000008,4089
275,17062.0,534.4699999999999,428
276,15332.0,1661.0600000000006,652
277,14810.0,2087.880000000001,1016
278,16353.0,6675.710000000002,2006
279,18118.0,5595.769999999982,2877
280,13831.0,2202.9900000000007,745
281,13506.0,452.82,321
282,17796.0,697.9,178
283,15716.0,1118.81,744
284,18156.0,734.9400000000002,301
285,15221.0,114.10000000000005,25
286,16983.0,1920.1999999999996,1366
287,17059.0,3095.040000000002,1855
288,16327.0,3844.219999999997,2571
289,17211.0,2299.6700000000014,1310
290,17026.0,154.82999999999998,97
291,15570.0,4109.969999999996,2058
292,15880.0,313.27999999999986,187
293,16718.0,623.75,413
294,15808.0,3724.7699999999986,1341
295,17858.0,5155.659999999994,2706
296,16393.0,2941.050000000003,1529
297,14161.0,1110.52,455
298,17863.0,3160.0000000000005,2638
299,16411.0,214.65,132
300,16402.0,299.5999999999999,149
301,15023.0,6763.159999999996,2863
302,17402.0,2633.85,701
303,15426.0,1429.9000000000012,663
304,12647.0,3669.9200000000014,1420
305,15894.0,263.5499999999999,168
306,15867.0,3797.7900000000013,2052
307,14506.0,2012.1700000000021,730
308,15555.0,4758.199999999999,4410
309,13034.0,642.77,369
310,15889.0,446.87,215
311,15953.0,1634.5300000000009,885
312,16143.0,2419.84,917
313,12720.0,5713.279999999998,4654
314,16422.0,33805.69,32592
315,12747.0,4196.010000000001,1275
316,15502.0,5541.459999999999,3823
317,12763.0,494.08000000000004,316
318,14081.0,904.6700000000002,593
319,17965.0,2622.5699999999983,1556
320,14404.0,1434.7200000000005,831
321,13579.0,467.04,176
322,13174.0,2817.0299999999984,1395
323,15987.0,1451.2800000000007,1556
324,17677.0,16219.220000000007,9725
325,13652.0,1095.0800000000002,578
326,12586.0,179.94,77
327,17428.0,17078.44999999999,9435
328,16161.0,5352.9699999999875,2506
329,16858.0,345.89,83
330,18219.0,2019.7700000000007,883
331,14293.0,1046.5600000000002,709
332,14748.0,1311.79,1192
333,16638.0,1676.47,1254
334,17674.0,551.04,672
335,12808.0,483.6500000000001,188
336,13094.0,1708.8599999999997,1542
337,15899.0,56.25,39
338,12708.0,2616.3199999999993,1270
339,15898.0,1384.68,568
340,17691.0,290.4,134
341,17227.0,939.32,741
342,15039.0,19786.440000000068,9191
343,15919.0,639.8899999999996,545
344,13497.0,321.04999999999995,159
345,15860.0,977.21,440
346,14189.0,4604.3099999999995,3919
347,15304.0,680.3000000000001,100
348,14867.0,701.33,327
349,14344.0,889.93,477
350,12474.0,7116.469999999997,4764
351,16719.0,1773.920000000001,1202
352,15048.0,380.5699999999998,183
353,15301.0,5028.119999999997,2768
354,14708.0,1096.6699999999996,615
355,16898.0,444.4599999999998,386
356,14825.0,2226.9099999999994,991
357,18113.0,76.32000000000001,72
358,17596.0,2827.9299999999967,4400
359,15078.0,9623.349999999999,5069
360,14085.0,4435.79,3183
361,17860.0,252.79999999999995,104
362,13155.0,971.76,497
363,15028.0,627.1299999999999,459
364,16919.0,2596.45,1413
365,17259.0,603.37,410
366,17019.0,1272.6099999999992,827
367,14487.0,1183.5800000000015,734
368,16722.0,4711.209999999997,4989
369,15882.0,495.36000000000007,266
370,14667.0,9231.199999999988,5382
371,16710.0,2483.0400000000004,1836
372,16550.0,2266.250000000001,1526
373,15984.0,2816.9700000000003,1833
374,17682.0,2459.3300000000004,1365
375,16658.0,123.24,40
376,17068.0,4531.340000000002,2154
377,15356.0,2766.499999999995,1673
378,17223.0,426.7899999999999,112
379,16817.0,1446.9500000000003,762
380,13030.0,799.4800000000001,394
381,17191.0,2095.130000000001,1167
382,15194.0,7521.169999999993,5648
383,14409.0,1908.2500000000002,1158
384,16654.0,594.97,280
385,16861.0,151.65,133
386,16138.0,-7.95,-1
387,13481.0,1776.8099999999988,1127
388,13495.0,1990.12,814
389,17519.0,1839.0700000000002,1233
390,17218.0,1960.7200000000016,958
391,17812.0,732.1600000000002,350
392,14215.0,1777.9199999999996,1354
393,15602.0,1083.6300000000003,1001
394,17320.0,1200.62,634
395,16782.0,2242.250000000002,703
396,12913.0,2483.629999999999,1419
397,17869.0,428.17999999999995,111
398,13564.0,647.7399999999999,659
399,14850.0,278.15,285
400,15021.0,1872.2800000000063,829
401,13963.0,664.5399999999998,460
402,17450.0,187482.1700000001,69029
403,17091.0,3802.809999999998,1743
404,17470.0,1125.0700000000006,1675
405,17616.0,571.1999999999999,224
406,15649.0,816.0,192
407,12681.0,13677.590000000007,7518
408,14907.0,3478.849999999999,1686
409,17735.0,13110.020000000013,8439
410,16059.0,1459.8600000000001,643
411,17720.0,1195.94,576
412,15018.0,456.25999999999993,188
413,14733.0,9451.540000000006,3725
414,13756.0,5145.120000000001,3164
415,14176.0,573.9999999999999,207
416,13319.0,10664.340000000004,4686
417,15353.0,777.0199999999999,343
418,18119.0,181.1199999999999,125
419,17491.0,3541.9200000000005,2012
420,14282.0,3729.340000000002,2668
421,13569.0,373.7499999999997,164
422,15498.0,12396.46,6084
423,14673.0,1736.3999999999996,1004
424,13488.0,8910.610000000006,4512
425,16221.0,864.8600000000001,717
426,15002.0,1641.76,862
427,15965.0,845.64,453
428,15024.0,1661.3300000000002,920
429,17675.0,20098.100000000002,8278
430,13769.0,2771.8699999999985,1152
431,16904.0,3754.269999999992,2034
432,16086.0,1119.3100000000002,510
433,13786.0,230.4,136
434,13880.0,3219.7700000000013,1842
435,13173.0,353.6499999999999,277
436,15858.0,1438.8500000000015,1167
437,15180.0,87.5,36
438,12347.0,4310.0,2458
439,14739.0,3899.1,3817
440,16293.0,2236.740000000001,978
441,17419.0,4200.969999999999,1872
442,16775.0,1695.6600000000014,440
443,16306.0,602.2700000000001,471
444,16950.0,1178.5600000000002,644
445,17591.0,2215.020000000002,1008
446,12839.0,5583.620000000001,3804
447,13807.0,112.6,36
448,16125.0,289.35,124
449,15081.0,487.3499999999999,188
450,18102.0,256438.48999999996,64122
451,16365.0,1540.42,504
452,17870.0,1889.4000000000015,1400
453,14821.0,48.800000000000004,20
454,16863.0,481.35,392
455,13078.0,12432.28,5557
456,13267.0,4404.440000000001,1939
457,13050.0,5684.6100000000015,3707
458,12709.0,9294.1,3832
459,15628.0,2865.640000000001,1882
460,12386.0,401.90000000000003,354
461,14796.0,7839.509999999991,5942
462,16779.0,10454.050000000001,5236
463,13599.0,5030.5999999999985,3169
464,13329.0,740.4,427
465,18077.0,2633.01,1878
466,14744.0,1088.53,625
467,17406.0,1928.7200000000005,784
468,15750.0,2451.2299999999987,1779
469,13983.0,2590.4600000000005,1170
470,13842.0,3385.6199999999985,1768
471,12441.0,173.55,121
472,13199.0,9803.959999999997,6172
473,14032.0,2929.8400000000006,2008
474,17706.0,10097.37,3833
475,16081.0,2806.8999999999987,1477
476,16525.0,11895.570000000002,6493
477,14952.0,7912.790000000004,3295
478,17975.0,4393.609999999997,1552
479,16122.0,684.4200000000001,1128
480,13126.0,2056.29,2130
481,15973.0,99.77000000000001,87
482,16558.0,8257.039999999997,5346
483,16713.0,6840.230000000002,4264
484,16893.0,145.93,62
485,15529.0,3967.7799999999997,3489
486,18043.0,559.5099999999996,282
487,16016.0,1483.3100000000013,618
488,17722.0,2380.6400000000003,1572
489,17324.0,990.2299999999998,844
490,17341.0,781.3599999999999,489
491,14051.0,15477.33999999999,3741
492,15916.0,1491.2400000000005,752
493,16233.0,422.13,165
494,16385.0,555.8899999999999,261
495,15032.0,4464.099999999999,2668
496,17213.0,2741.08,1167
497,18061.0,2119.4100000000003,955
498,13113.0,10510.000000000004,2594
499,16553.0,5664.570000000001,4595
500,13455.0,1007.3499999999999,345
501,14217.0,1925.3600000000004,677
502,17262.0,1253.3600000000001,367
503,14299.0,2855.349999999999,2013
504,18259.0,2338.600000000001,714
505,17676.0,1383.2699999999998,931
506,16679.0,129.75,29
507,18269.0,138.89999999999998,70
508,12766.0,6989.629999999996,3646
509,15298.0,3774.1000000000026,2752
510,18193.0,212.96,120
511,13523.0,3755.380000000001,1745
512,12870.0,-14.899999999999999,-2
513,15005.0,6180.489999999993,4204
514,15581.0,3429.9699999999953,286
515,15680.0,1333.6799999999998,952
516,13649.0,346.6000000000001,139
517,17894.0,1119.8100000000009,405
518,13270.0,590.0,200
519,14618.0,538.5899999999999,261
520,14866.0,14197.450000000003,6569
521,13077.0,729.2699999999999,863
522,13115.0,2205.6300000000006,1534
523,13531.0,483.79999999999995,174
524,13848.0,1255.0,3700
525,13140.0,423.71999999999997,186
526,15713.0,346.74999999999994,149
527,17999.0,382.05999999999995,221
528,15347.0,201.59999999999997,130
529,17340.0,11891.179999999998,5902
530,13984.0,488.03,271
531,15996.0,1044.78,382
532,14030.0,2360.09,1479
533,16252.0,-295.09,-158
534,16596.0,250.15,97
535,16700.0,5040.000000000001,4019
536,16011.0,3362.7100000000005,2042
537,17655.0,2571.7400000000002,956
538,16717.0,3278.359999999999,1568
539,14243.0,2535.8799999999983,1204
540,12963.0,1841.0299999999993,873
541,15079.0,893.6599999999996,388
542,14437.0,-43.400000000000006,59
543,12942.0,683.9,203
544,15660.0,1552.0099999999995,1037
545,18092.0,9065.760000000004,4250
546,15358.0,8234.799999999992,6927
547,12481.0,5590.86,3290
548,12721.0,2628.980000000001,1954
549,12621.0,13612.07000000001,7404
550,18071.0,453.00000000000006,260
551,12683.0,8221.089999999995,4903
552,12755.0,2203.2,866
553,13854.0,8025.019999999997,2278
554,12797.0,194.18000000000004,79
555,13369.0,263.7500000000001,127
556,12494.0,1139.3500000000004,690
557,17857.0,26763.34,19086
558,17411.0,748.94,298
559,14932.0,363.53,80
560,12429.0,3750.4000000000005,1557
561,14987.0,326.4,128
562,14355.0,174.4,92
563,17526.0,706.7,257
564,14896.0,468.77,279
565,14440.0,2357.6800000000007,588
566,13240.0,663.6500000000003,298
567,14479.0,316.25,117
568,16065.0,372.09,231
569,17430.0,265.76000000000005,190
570,16520.0,1036.6200000000008,557
571,15945.0,181.0,52
572,15181.0,680.28,542
573,15856.0,16173.669999999993,10941
574,13102.0,6336.2900000000045,4160
575,14205.0,218.78,99
576,17702.0,1719.7200000000003,1320
577,15271.0,2485.8200000000006,1257
578,13982.0,1861.11,1132
579,15288.0,2306.52,775
580,17978.0,300.91999999999996,499
581,16795.0,414.88,239
582,16519.0,215.08,54
583,17816.0,36.559999999999995,30
584,13021.0,2584.4,1336
585,16255.0,2609.300000000001,1760
586,17671.0,1284.08,659
587,17646.0,995.6599999999999,320
588,12649.0,603.71,574
589,16350.0,1100.47,542
590,12872.0,599.9699999999999,319
591,17339.0,243.36,152
592,18230.0,2716.6,1298
593,16499.0,319.1,122
594,17097.0,937.9200000000002,457
595,15192.0,1044.3200000000004,918
596,14441.0,1545.140000000001,430
597,15279.0,277.41,185
598,16579.0,-30.599999999999998,-12
599,15380.0,1682.36,374
600,17442.0,2210.2599999999993,1490
601,17950.0,472.1199999999999,342
602,12826.0,1468.1199999999997,1054
603,17456.0,249.86,222
604,17307.0,-152.64000000000001,-144
605,15811.0,2171.3199999999997,1061
606,13327.0,3617.5699999999997,1588
607,17700.0,2508.8899999999994,1261
608,13136.0,2545.3800000000006,1312
609,15535.0,459.9,129
610,12605.0,-7.5,-4
611,15329.0,1005.4999999999999,476
612,15211.0,894.4100000000001,240
613,15596.0,1343.3399999999992,548
614,16163.0,441.6,92
615,16907.0,981.6500000000005,298
616,17576.0,3457.78,1954
617,14713.0,2664.260000000001,1613
618,14702.0,3250.6399999999976,1444
619,13230.0,2763.410000000003,1544
620,13969.0,8986.690000000002,4483
621,17530.0,2385.0000000000005,1526
622,15805.0,5452.170000000001,3337
623,17696.0,2201.05,1730
624,17076.0,841.08,295
625,17827.0,1995.4599999999991,1247
626,16265.0,5423.150000000002,2627
627,17880.0,458.92,314
628,13000.0,534.85,379
629,17790.0,1965.5500000000006,836
630,12731.0,18793.410000000014,8366
631,14419.0,1058.0600000000002,487
632,14082.0,182.25,110
633,17912.0,295.60999999999984,183
634,15723.0,203.10000000000002,87
635,16656.0,8568.240000000003,8873
636,14037.0,147.20000000000002,46
637,14256.0,935.0600000000001,410
638,14543.0,2916.17,600
639,16062.0,1153.6200000000001,800
640,18116.0,1418.03,848
641,16019.0,3450.24,1649
642,18178.0,1573.4100000000003,979
643,18065.0,2380.0800000000004,1024
644,13148.0,3348.48,1828
645,12989.0,6854.5099999999975,2915
646,14107.0,2688.479999999999,1788
647,15881.0,438.24,199
648,12785.0,305.71,128
649,16727.0,272.81999999999994,177
650,15514.0,2963.1900000000014,1791
651,13787.0,309.04,337
652,17865.0,10158.539999999988,5698
653,17220.0,3198.250000000002,1905
654,16565.0,173.7,46
655,16873.0,7066.3099999999995,3825
656,14062.0,10464.85,5593
657,15179.0,2186.2000000000003,1907
658,18016.0,1483.5600000000002,1029
659,14448.0,375.35,104
660,15503.0,147.09000000000003,74
661,17251.0,283.27999999999986,110
662,16923.0,6666.829999999992,3183
663,14159.0,4678.300000000008,4395
664,17126.0,991.8500000000007,790
665,15224.0,310.47999999999996,150
666,14577.0,859.7099999999999,353
667,12753.0,21024.00999999999,11250
668,17236.0,916.1299999999999,474
669,17372.0,1342.6800000000003,749
670,16367.0,804.4899999999998,647
671,12875.0,343.2300000000001,2019
672,17917.0,341.2799999999999,187
673,16010.0,407.49999999999983,210
674,17085.0,1555.0500000000002,784
675,13668.0,6216.069999999985,3637
676,14684.0,1236.2800000000007,853
677,17188.0,2275.580000000001,1301
678,15547.0,4954.839999999994,4032
679,15998.0,3084.1700000000005,2037
680,14413.0,122.70000000000002,68
681,18004.0,169.47000000000003,78
682,13959.0,598.2,357
683,16665.0,135.4,59
684,15454.0,179.10000000000002,86
685,15044.0,7629.379999999988,2786
686,17937.0,4301.22,1754
687,14608.0,1785.1499999999999,437
688,17618.0,971.5799999999997,331
689,14505.0,5818.699999999983,2743
690,18037.0,70.02000000000001,20
691,13198.0,3384.0899999999965,2645
692,12540.0,13309.040000000006,6677
693,13225.0,6083.04,3352
694,15361.0,418.9200000000001,336
695,15689.0,254.1,84
696,14290.0,2307.4500000000003,913
697,13209.0,5820.160000000001,4232
698,13999.0,3865.26,2231
699,14498.0,1957.3200000000002,1098
700,15854.0,2974.6499999999965,939
701,16701.0,5150.270000000003,6211
702,16927.0,543.0500000000001,993
703,17990.0,630.8400000000001,414
704,14544.0,2024.4500000000007,1543
705,17338.0,6612.179999999999,3123
706,17231.0,3127.82,1736
707,17799.0,3026.08,1755
708,14565.0,3073.7699999999995,1532
709,16726.0,1382.0200000000007,977
710,17303.0,250.03999999999996,144
711,14639.0,2952.340000000003,1428
712,17611.0,3947.869999999997,2552
713,17179.0,711.7899999999998,290
714,17524.0,145.0,90
715,12476.0,6546.580000000002,2337
716,17293.0,1875.1100000000006,1140
717,17890.0,602.09,416
718,17375.0,372.50000000000006,361
719,17371.0,423.8899999999998,152
720,17969.0,228.2,152
721,15159.0,18573.680000000026,11394
722,13211.0,1197.42,874
723,15777.0,1021.6099999999999,375
724,14525.0,4221.369999999997,2662
725,13324.0,7072.7999999999965,5200
726,13802.0,3906.27,2281
727,13948.0,101.99999999999999,40
728,13008.0,178.47,115
729,14206.0,308.26,274
730,16202.0,365.27,191
731,16442.0,616.7899999999998,446
732,18075.0,2538.7200000000007,1437
733,15468.0,438.46000000000004,150
734,16570.0,3622.9500000000003,2050
735,14524.0,1867.6800000000007,676
736,18141.0,-35.400000000000006,-12
737,12434.0,765.1900000000002,373
738,16810.0,275.64,112
739,14961.0,7006.58,3692
740,17041.0,1065.7700000000002,947
741,16458.0,3482.7399999999993,2154
742,16083.0,1317.6199999999997,908
743,16262.0,-31.65,-5
744,17194.0,262.61999999999995,119
745,14057.0,6147.399999999997,4708
746,14871.0,522.3799999999995,185
747,13178.0,5725.470000000001,3570
748,18044.0,2085.65,1032
749,16812.0,479.3500000000001,81
750,16191.0,4913.32,3203
751,12370.0,3545.6899999999987,2353
752,14298.0,50862.44000000004,58021
753,17158.0,1266.9699999999996,778
754,14415.0,5811.559999999982,2973
755,16899.0,1281.56,522
756,16531.0,1244.5900000000004,915
757,17404.0,30300.81999999999,32324
758,16556.0,3313.7899999999995,1890
759,16805.0,460.59,539
760,16503.0,1421.4300000000005,567
761,17739.0,2786.0499999999997,856
762,13238.0,680.8299999999999,296
763,12829.0,253.05,375
764,13097.0,5893.319999999994,2341
765,12867.0,3986.2199999999966,4274
766,15392.0,1515.73,1265
767,13846.0,847.6100000000001,383
768,14401.0,4039.9799999999964,4505
769,16145.0,3741.979999999999,3072
770,17629.0,1784.1200000000008,1621
771,14150.0,658.6400000000001,496
772,13496.0,617.93,329
773,13611.0,1158.2,762
774,16954.0,2085.0799999999995,1054
775,17454.0,517.5299999999997,243
776,17449.0,2504.860000000001,1115
777,17230.0,3466.6700000000005,1553
778,12865.0,1548.0699999999995,877
779,15950.0,1705.2599999999995,722
780,15512.0,120.99999999999999,68
781,17525.0,422.70000000000005,82
782,13458.0,9537.92,5460
783,14426.0,3918.8999999999996,2339
784,16003.0,2735.3700000000013,1185
785,13092.0,459.83000000000004,271
786,13426.0,3550.6999999999975,2224
787,15101.0,310.03,239
788,17033.0,1030.1399999999999,750
789,13221.0,847.41,244
790,14201.0,688.0400000000001,578
791,17692.0,733.4399999999997,666
792,15822.0,885.47,375
793,16134.0,603.6899999999998,357
794,17551.0,306.84,150
795,18050.0,74.4,40
796,14913.0,1227.4300000000003,1743
797,12666.0,-227.44,-56
798,15641.0,1887.2000000000007,1562
799,13124.0,3866.3299999999986,2147
800,17214.0,984.1199999999998,275
801,15456.0,447.22,660
802,15062.0,987.8600000000001,763
803,12928.0,2062.6999999999994,1472
804,15727.0,5178.959999999997,3065
805,17980.0,811.4499999999997,682
806,15290.0,7803.7699999999995,4431
807,17752.0,80.64,192
808,15615.0,10360.040000000006,5493
809,12577.0,595.4,466
810,17044.0,897.4300000000001,487
811,13829.0,-102.0,-12
812,17633.0,1242.3399999999995,630
813,13266.0,3717.669999999999,4299
814,17820.0,-24.05,-5
815,15664.0,358.63000000000005,141
816,17189.0,384.4000000000001,227
817,17496.0,271.04999999999995,79
818,16607.0,3038.6700000000005,2822
819,13317.0,2140.07,1003
820,13890.0,1860.8600000000001,826
821,17001.0,3989.5699999999993,2164
822,15246.0,514.15,247
823,16996.0,1427.4600000000003,534
824,15482.0,6568.72,2998
825,16037.0,855.02,428
826,14841.0,3295.7599999999984,1778
827,16670.0,4022.459999999999,2524
828,16985.0,5461.62,1830
829,16705.0,13946.129999999992,5458
830,16470.0,757.44,530
831,14414.0,1485.13,2509
832,15563.0,1319.6900000000003,1460
